game_num,round_num,step_num,player,is_strict_ef,is_one_item_ef,is_final_allocation,final_strict_ef,final_one_item_ef,outside_consistent,offer_increasing
0,1,1,1,False,False,False,False,False,True,False
0,1,2,2,True,False,False,False,False,True,False
1,1,1,1,True,False,False,False,False,False,True
1,1,2,2,False,False,False,False,False,False,True
2,1,1,1,True,False,False,False,False,False,True
2,1,2,2,False,False,False,False,False,False,True
3,1,1,1,True,False,False,False,False,True,True
3,1,2,2,False,False,False,False,False,True,True
4,1,1,1,False,False,False,False,False,True,True
4,1,2,2,True,False,False,False,False,True,True
4,2,1,1,True,False,True,True,True,True,True
4,2,2,2,True,False,True,True,True,True,True
6,1,1,1,False,False,False,False,False,True,True
6,1,2,2,False,False,False,False,False,True,True
7,1,1,1,False,False,False,False,False,False,True
7,1,2,2,False,False,False,False,False,False,True
8,1,1,1,True,False,True,True,True,False,True
8,1,2,2,False,False,True,True,True,False,True
10,1,1,1,True,False,False,False,False,False,True
10,1,2,2,False,False,False,False,False,False,True
11,1,1,1,True,False,True,True,True,True,True
11,1,2,2,True,False,True,True,True,True,True
12,1,1,1,True,False,True,True,True,True,True
12,1,2,2,True,False,True,True,True,True,True
13,1,1,1,True,False,False,False,False,False,True
13,1,2,2,False,False,False,False,False,False,True
14,1,1,1,True,False,True,True,True,True,True
14,1,2,2,True,False,True,True,True,True,True
15,1,1,1,False,False,False,False,False,True,False
15,1,2,2,True,False,False,False,False,True,False
15,2,1,1,True,False,True,False,False,True,False
15,2,2,2,True,False,True,False,False,True,False
16,1,1,1,True,False,True,True,True,True,True
16,1,2,2,True,False,True,True,True,True,True
17,1,1,1,True,False,True,True,True,True,True
17,1,2,2,True,False,True,True,True,True,True
18,1,1,1,False,False,True,True,True,False,True
18,1,2,2,True,False,True,True,True,False,True
25,1,1,1,True,False,True,True,True,False,True
25,1,2,2,True,False,True,True,True,False,True
26,1,1,1,True,False,True,True,True,False,True
26,1,2,2,True,False,True,True,True,False,True
27,1,1,1,True,False,True,False,False,False,True
27,1,2,2,True,False,True,False,False,False,True
29,1,1,1,True,False,False,False,False,False,True
29,1,2,2,False,False,False,False,False,False,True
29,2,1,1,True,False,True,True,True,False,True
29,2,2,2,True,False,True,True,True,False,True
30,1,1,1,False,False,True,True,True,False,True
30,1,2,2,False,False,True,True,True,False,True
31,1,1,1,True,False,True,True,True,True,True
31,1,2,2,True,False,True,True,True,True,True
32,1,1,1,True,False,False,False,False,True,True
32,1,2,2,False,False,False,False,False,True,True
33,1,1,1,True,False,False,False,False,False,True
33,1,2,2,False,False,False,False,False,False,True
36,1,1,1,True,False,True,True,True,False,True
36,1,2,2,False,False,True,True,True,False,True
39,1,1,1,True,False,False,False,False,False,True
39,1,2,2,False,False,False,False,False,False,True
42,1,1,1,False,False,False,False,False,False,True
42,1,2,2,False,False,False,False,False,False,True
42,2,1,1,True,False,False,False,False,False,True
42,2,2,2,False,False,False,False,False,False,True
43,1,1,1,False,False,False,False,False,False,True
43,1,2,2,False,False,False,False,False,False,True
44,1,1,1,False,False,False,False,False,True,True
44,1,2,2,False,False,False,False,False,True,True
45,1,1,1,False,False,False,False,False,False,True
45,1,2,2,True,False,False,False,False,False,True
45,2,1,1,True,False,True,True,False,False,True
45,2,2,2,True,False,True,True,False,False,True
49,1,1,1,True,False,False,False,False,True,True
49,1,2,2,False,False,False,False,False,True,True
50,1,1,1,True,False,True,True,True,False,True
50,1,2,2,True,False,True,True,True,False,True
52,1,1,1,True,False,False,False,False,False,True
52,1,2,2,False,False,False,False,False,False,True
53,1,1,1,True,False,True,True,True,True,True
53,1,2,2,True,False,True,True,True,True,True
54,1,1,1,False,False,False,False,False,False,True
54,1,2,2,True,False,False,False,False,False,True
55,1,1,1,True,False,False,False,False,False,True
55,1,2,2,False,False,False,False,False,False,True
58,1,1,1,True,False,True,True,True,True,True
58,1,2,2,True,False,True,True,True,True,True
60,1,1,1,True,False,False,False,False,False,True
60,1,2,2,True,False,False,False,False,False,True
66,1,1,1,True,False,False,False,False,False,False
66,1,2,2,False,False,False,False,False,False,False
66,2,1,1,True,False,True,False,False,False,False
66,2,2,2,False,False,True,False,False,False,False
68,1,1,1,True,False,False,False,False,False,True
68,1,2,2,False,False,False,False,False,False,True
68,2,1,1,True,False,True,True,True,False,True
68,2,2,2,True,False,True,True,True,False,True
69,1,1,1,True,False,True,True,True,True,True
69,1,2,2,True,False,True,True,True,True,True
70,1,1,1,True,False,False,False,False,False,True
70,1,2,2,False,False,False,False,False,False,True
71,1,1,1,True,False,True,True,True,True,True
71,1,2,2,True,False,True,True,True,True,True
72,1,1,1,True,False,False,False,False,True,True
72,1,2,2,False,False,False,False,False,True,True
72,2,1,1,True,False,True,True,True,True,True
72,2,2,2,True,False,True,True,True,True,True
74,1,1,1,True,False,False,False,False,False,True
74,1,2,2,False,False,False,False,False,False,True
80,1,1,1,False,False,False,False,False,False,True
80,1,2,2,True,False,False,False,False,False,True
80,2,1,1,True,False,True,True,True,False,True
80,2,2,2,True,False,True,True,True,False,True
82,1,1,1,False,False,False,False,False,True,True
82,1,2,2,True,False,False,False,False,True,True
83,1,1,1,True,False,True,False,True,True,True
83,1,2,2,True,False,True,False,True,True,True
84,1,1,1,False,False,False,False,False,True,True
84,1,2,2,False,False,False,False,False,True,True
84,2,1,1,True,False,True,False,True,True,True
84,2,2,2,True,False,True,False,True,True,True
86,1,1,1,True,False,True,True,True,False,True
86,1,2,2,True,False,True,True,True,False,True
89,1,1,1,True,False,True,True,True,True,True
89,1,2,2,True,False,True,True,True,True,True
99,1,1,1,True,False,True,True,True,True,True
99,1,2,2,False,False,True,True,True,True,True
