game_num,round_num,step_num,player,is_strict_ef,is_one_item_ef,is_final_allocation,final_strict_ef,final_one_item_ef,outside_consistent,offer_increasing
0,1,1,1,False,False,False,False,False,False,False
0,1,2,2,True,False,False,False,False,False,False
0,2,1,1,False,False,False,False,False,False,False
0,2,2,2,False,False,False,False,False,False,False
1,1,1,1,False,False,False,False,False,False,False
1,1,2,2,False,False,False,False,False,False,False
1,2,1,1,False,False,False,False,False,False,False
1,2,2,2,True,False,False,False,False,False,False
2,1,1,1,False,False,False,False,False,False,False
2,1,2,2,True,False,False,False,False,False,False
2,2,1,1,False,False,False,False,False,False,False
2,2,2,2,False,False,False,False,False,False,False
3,1,1,1,False,False,False,False,False,False,True
3,1,2,2,True,False,False,False,False,False,True
3,2,1,1,True,False,False,False,False,False,True
3,2,2,2,True,False,False,False,False,False,True
4,1,1,1,True,False,True,True,True,False,True
4,1,2,2,False,False,True,True,True,False,True
5,1,1,1,False,False,False,False,False,False,False
5,1,2,2,True,False,False,False,False,False,False
5,2,1,1,True,False,False,False,False,False,False
5,2,2,2,False,False,False,False,False,False,False
6,1,1,1,True,False,False,False,False,False,True
6,1,2,2,False,False,False,False,False,False,True
6,2,1,1,True,False,True,True,False,False,True
6,2,2,2,False,False,True,True,False,False,True
9,1,1,1,False,False,False,False,False,True,True
9,1,2,2,False,False,False,False,False,True,True
9,2,1,1,False,False,True,True,True,True,True
9,2,2,2,False,False,True,True,True,True,True
10,1,1,1,False,False,False,False,False,False,False
10,1,2,2,True,False,False,False,False,False,False
10,2,1,1,False,False,False,False,False,False,False
10,2,2,2,False,False,False,False,False,False,False
11,1,1,1,False,False,False,False,False,False,False
11,1,2,2,True,False,False,False,False,False,False
11,2,1,1,False,False,True,True,False,False,False
11,2,2,2,True,False,True,True,False,False,False
12,1,1,1,False,False,False,False,False,False,False
12,1,2,2,True,False,False,False,False,False,False
12,2,1,1,False,False,True,True,True,False,False
12,2,2,2,False,False,True,True,True,False,False
13,1,1,1,False,False,False,False,False,True,True
13,1,2,2,True,False,False,False,False,True,True
13,2,1,1,False,False,False,False,False,True,True
13,2,2,2,True,False,False,False,False,True,True
14,1,1,1,True,False,False,False,False,False,True
14,1,2,2,False,False,False,False,False,False,True
15,1,1,1,False,False,False,False,False,False,True
15,1,2,2,False,False,False,False,False,False,True
15,2,1,1,False,False,False,False,False,False,True
15,2,2,2,True,False,False,False,False,False,True
16,1,1,1,False,False,False,False,False,False,False
16,1,2,2,True,False,False,False,False,False,False
16,2,1,1,False,False,True,True,True,False,False
16,2,2,2,False,False,True,True,True,False,False
17,1,1,1,False,False,False,False,False,False,False
17,1,2,2,False,False,False,False,False,False,False
17,2,1,1,False,False,False,False,False,False,False
17,2,2,2,False,False,False,False,False,False,False
17,3,1,1,True,False,True,False,False,False,False
17,3,2,2,True,False,True,False,False,False,False
18,1,1,1,False,False,False,False,False,True,True
18,1,2,2,True,False,False,False,False,True,True
18,2,1,1,False,False,False,False,False,True,True
18,2,2,2,True,False,False,False,False,True,True
19,1,1,1,False,False,False,False,False,False,False
19,1,2,2,True,False,False,False,False,False,False
19,2,1,1,False,False,False,False,False,False,False
19,2,2,2,True,False,False,False,False,False,False
20,1,1,1,True,False,False,False,False,True,True
20,1,2,2,False,False,False,False,False,True,True
20,2,1,1,False,False,False,False,False,True,True
20,2,2,2,False,False,False,False,False,True,True
21,1,1,1,False,False,False,False,False,False,False
21,1,2,2,True,False,False,False,False,False,False
21,2,1,1,False,False,True,True,True,False,False
21,2,2,2,False,False,True,True,True,False,False
22,1,1,1,True,False,True,True,True,True,True
22,1,2,2,False,False,True,True,True,True,True
23,1,1,1,False,False,False,False,False,False,True
23,1,2,2,True,False,False,False,False,False,True
23,2,1,1,False,False,True,True,True,False,True
23,2,2,2,True,False,True,True,True,False,True
24,1,1,1,True,False,False,False,False,False,False
24,1,2,2,False,False,False,False,False,False,False
25,1,1,1,False,False,False,False,False,False,True
25,1,2,2,False,False,False,False,False,False,True
25,2,1,1,False,False,True,True,True,False,True
25,2,2,2,False,False,True,True,True,False,True
26,1,1,1,False,False,False,False,False,False,True
26,1,2,2,True,False,False,False,False,False,True
26,2,1,1,True,False,True,True,True,False,True
26,2,2,2,False,False,True,True,True,False,True
27,1,1,1,True,False,False,False,False,True,True
27,1,2,2,False,False,False,False,False,True,True
28,1,1,1,False,False,False,False,False,False,True
28,1,2,2,False,False,False,False,False,False,True
28,2,1,1,True,False,True,True,True,False,True
28,2,2,2,False,False,True,True,True,False,True
29,1,1,1,False,False,False,False,False,False,True
29,1,2,2,True,False,False,False,False,False,True
29,2,1,1,False,False,False,False,False,False,True
29,2,2,2,True,False,False,False,False,False,True
30,1,1,1,False,False,False,False,False,False,False
30,1,2,2,True,False,False,False,False,False,False
30,2,1,1,False,False,False,False,False,False,False
30,2,2,2,True,False,False,False,False,False,False
32,1,1,1,False,False,False,False,False,False,True
32,1,2,2,True,False,False,False,False,False,True
32,2,1,1,False,False,True,True,True,False,True
32,2,2,2,False,False,True,True,True,False,True
34,1,1,1,False,False,False,False,False,True,True
34,1,2,2,False,False,False,False,False,True,True
35,1,1,1,True,False,False,False,False,False,True
35,1,2,2,False,False,False,False,False,False,True
35,2,1,1,True,False,True,True,True,False,True
35,2,2,2,False,False,True,True,True,False,True
36,1,1,1,False,False,False,False,False,False,False
36,1,2,2,True,False,False,False,False,False,False
36,2,1,1,False,False,False,False,False,False,False
36,2,2,2,True,False,False,False,False,False,False
37,1,1,1,False,False,False,False,False,False,False
37,1,2,2,True,False,False,False,False,False,False
37,2,1,1,False,False,True,True,True,False,False
37,2,2,2,True,False,True,True,True,False,False
38,1,1,1,False,False,False,False,False,False,True
38,1,2,2,True,False,False,False,False,False,True
38,2,1,1,False,False,False,False,False,False,True
38,2,2,2,True,False,False,False,False,False,True
39,1,1,1,False,False,False,False,False,False,False
39,1,2,2,False,False,False,False,False,False,False
39,2,1,1,False,False,True,True,True,False,False
39,2,2,2,False,False,True,True,True,False,False
40,1,1,1,False,False,False,False,False,False,True
40,1,2,2,False,False,False,False,False,False,True
42,1,1,1,False,False,False,False,False,False,True
42,1,2,2,False,False,False,False,False,False,True
42,2,1,1,False,False,False,False,False,False,True
42,2,2,2,False,False,False,False,False,False,True
43,1,1,1,True,False,False,False,False,True,True
43,1,2,2,False,False,False,False,False,True,True
44,1,1,1,False,False,False,False,False,False,False
44,1,2,2,True,False,False,False,False,False,False
44,2,1,1,False,False,False,False,False,False,False
44,2,2,2,False,False,False,False,False,False,False
46,1,1,1,False,False,False,False,False,False,True
46,1,2,2,True,False,False,False,False,False,True
46,2,1,1,False,False,True,True,True,False,True
46,2,2,2,False,False,True,True,True,False,True
48,1,1,1,True,False,False,False,False,False,True
48,1,2,2,True,False,False,False,False,False,True
49,1,1,1,False,False,False,False,False,False,False
49,1,2,2,True,False,False,False,False,False,False
50,1,1,1,False,False,False,False,False,False,False
50,1,2,2,True,False,False,False,False,False,False
50,2,1,1,False,False,False,False,False,False,False
50,2,2,2,True,False,False,False,False,False,False
51,1,1,1,False,False,False,False,False,False,False
51,1,2,2,True,False,False,False,False,False,False
51,2,1,1,False,False,True,True,True,False,False
51,2,2,2,True,False,True,True,True,False,False
52,1,1,1,True,False,True,True,False,False,True
52,1,2,2,False,False,True,True,False,False,True
53,1,1,1,False,False,False,False,False,True,False
53,1,2,2,True,False,False,False,False,True,False
53,2,1,1,True,False,True,False,True,True,False
53,2,2,2,False,False,True,False,True,True,False
54,1,1,1,True,False,True,True,True,False,True
54,1,2,2,False,False,True,True,True,False,True
55,1,1,1,False,False,False,False,False,True,False
55,1,2,2,True,False,False,False,False,True,False
55,2,1,1,False,False,False,False,False,True,False
55,2,2,2,True,False,False,False,False,True,False
56,1,1,1,False,False,False,False,False,False,True
56,1,2,2,True,False,False,False,False,False,True
56,2,1,1,False,False,False,False,False,False,True
56,2,2,2,True,False,False,False,False,False,True
57,1,1,1,True,False,False,False,False,False,True
57,1,2,2,True,False,False,False,False,False,True
57,2,1,1,True,False,False,False,False,False,True
57,2,2,2,True,False,False,False,False,False,True
58,1,1,1,False,False,False,False,False,False,True
58,1,2,2,False,False,False,False,False,False,True
58,2,1,1,False,False,False,False,False,False,True
58,2,2,2,False,False,False,False,False,False,True
59,1,1,1,False,False,False,False,False,True,True
59,1,2,2,True,False,False,False,False,True,True
60,1,1,1,False,False,False,False,False,True,False
60,1,2,2,True,False,False,False,False,True,False
60,2,1,1,False,False,False,False,False,True,False
60,2,2,2,True,False,False,False,False,True,False
61,1,1,1,False,False,False,False,False,False,True
61,1,2,2,True,False,False,False,False,False,True
61,2,1,1,False,False,True,True,True,False,True
61,2,2,2,True,False,True,True,True,False,True
62,1,1,1,False,False,False,False,False,True,False
62,1,2,2,True,False,False,False,False,True,False
62,2,1,1,False,False,False,False,False,True,False
62,2,2,2,False,False,False,False,False,True,False
63,1,1,1,False,False,True,False,True,True,True
63,1,2,2,False,False,True,False,True,True,True
64,1,1,1,True,False,True,True,True,False,True
64,1,2,2,False,False,True,True,True,False,True
65,1,1,1,False,False,False,False,False,False,True
65,1,2,2,True,False,False,False,False,False,True
65,2,1,1,False,False,True,True,True,False,True
65,2,2,2,False,False,True,True,True,False,True
66,1,1,1,True,False,False,False,False,False,False
66,1,2,2,False,False,False,False,False,False,False
66,2,1,1,False,False,True,True,True,False,False
66,2,2,2,True,False,True,True,True,False,False
67,1,1,1,False,False,False,False,False,False,True
67,1,2,2,False,False,False,False,False,False,True
68,1,1,1,False,False,False,False,False,False,False
68,1,2,2,True,False,False,False,False,False,False
69,1,1,1,False,False,False,False,False,False,False
69,1,2,2,True,False,False,False,False,False,False
74,1,1,1,False,False,False,False,False,False,False
74,1,2,2,False,False,False,False,False,False,False
74,2,1,1,False,False,True,False,False,False,False
74,2,2,2,False,False,True,False,False,False,False
75,1,1,1,False,False,False,False,False,False,False
75,1,2,2,True,False,False,False,False,False,False
75,2,1,1,True,False,False,False,False,False,False
75,2,2,2,False,False,False,False,False,False,False
76,1,1,1,False,False,False,False,False,False,True
76,1,2,2,True,False,False,False,False,False,True
76,2,1,1,False,False,True,True,True,False,True
76,2,2,2,True,False,True,True,True,False,True
77,1,1,1,False,False,True,True,False,False,True
77,1,2,2,True,False,True,True,False,False,True
80,1,1,1,False,False,False,False,False,False,True
80,1,2,2,True,False,False,False,False,False,True
80,2,1,1,False,False,True,True,True,False,True
80,2,2,2,True,False,True,True,True,False,True
82,1,1,1,True,False,False,False,False,False,False
82,1,2,2,False,False,False,False,False,False,False
82,2,1,1,False,False,True,False,True,False,False
82,2,2,2,False,False,True,False,True,False,False
83,1,1,1,False,False,False,False,False,False,False
83,1,2,2,False,False,False,False,False,False,False
83,2,1,1,True,False,False,False,False,False,False
83,2,2,2,False,False,False,False,False,False,False
84,1,1,1,False,False,False,False,False,False,True
84,1,2,2,False,False,False,False,False,False,True
84,2,1,1,False,False,False,False,False,False,True
84,2,2,2,False,False,False,False,False,False,True
85,1,1,1,False,False,False,False,False,False,True
85,1,2,2,True,False,False,False,False,False,True
85,2,1,1,True,False,False,False,False,False,True
85,2,2,2,True,False,False,False,False,False,True
86,1,1,1,False,False,False,False,False,True,True
86,1,2,2,True,False,False,False,False,True,True
86,2,1,1,False,False,False,False,False,True,True
86,2,2,2,True,False,False,False,False,True,True
87,1,1,1,True,False,True,True,False,False,True
87,1,2,2,False,False,True,True,False,False,True
88,1,1,1,False,False,False,False,False,False,False
88,1,2,2,True,False,False,False,False,False,False
88,2,1,1,False,False,False,False,False,False,False
88,2,2,2,True,False,False,False,False,False,False
89,1,1,1,False,False,False,False,False,False,False
89,1,2,2,True,False,False,False,False,False,False
89,2,1,1,False,False,False,False,False,False,False
89,2,2,2,True,False,False,False,False,False,False
90,1,1,1,False,False,False,False,False,True,True
90,1,2,2,True,False,False,False,False,True,True
92,1,1,1,False,False,False,False,False,False,False
92,1,2,2,True,False,False,False,False,False,False
93,1,1,1,False,False,False,False,False,False,True
93,1,2,2,False,False,False,False,False,False,True
95,1,1,1,True,False,False,False,False,False,True
95,1,2,2,False,False,False,False,False,False,True
96,1,1,1,True,False,False,False,False,True,False
96,1,2,2,False,False,False,False,False,True,False
96,2,1,1,False,False,False,False,False,True,False
96,2,2,2,True,False,False,False,False,True,False
98,1,1,1,False,False,False,False,False,False,False
98,1,2,2,True,False,False,False,False,False,False
98,2,1,1,False,False,False,False,False,False,False
98,2,2,2,True,False,False,False,False,False,False
99,1,1,1,True,False,False,False,False,False,True
99,1,2,2,False,False,False,False,False,False,True
99,2,1,1,True,False,False,False,False,False,True
99,2,2,2,False,False,False,False,False,False,True
